column_list,num_features,model_name,best_params,resampling_indicator,clustering_indicator,train_matthews_corrcoef,val_matthews_corrcoef,train_f2_score,val_f2_score,train_val_matthews_corrcoef,test_matthews_corrcoef,train_val_f2_score,test_f2_score
"['Sensor56', 'Sensor101', 'Sensor104', 'Sensor112', 'Sensor130', 'Sensor153', 'Sensor184', 'Sensor337', 'Sensor346', 'Sensor424', 1, 2]",10,DecisionTreeClassifier,"{'ccp_alpha': 0.004430020184106614, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': None, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'random_state': 42, 'splitter': 'best'}",no,yes,0.7072887587742814,0.09971209304199793,0.904414612239977,0.5544565288476269,0.6832799095830654,-0.0518159375476259,0.8945040683332719,0.4721297836938436
"['Sensor56', 'Sensor101', 'Sensor104', 'Sensor112', 'Sensor130', 'Sensor153', 'Sensor184', 'Sensor337', 'Sensor346', 'Sensor424']",10,DecisionTreeClassifier,"{'ccp_alpha': 0.002279202279202279, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': None, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'random_state': 42, 'splitter': 'best'}",no,no,0.8828718611649105,0.10373821407833721,0.967198470415236,0.5578529664693576,0.9117059843779065,-0.03336536598029897,0.9778972520908005,0.4855371900826446
"['Sensor56', 'Sensor101', 'Sensor104', 'Sensor112', 'Sensor130', 'Sensor153', 'Sensor184', 'Sensor337', 'Sensor346', 'Sensor424']",10,DecisionTreeClassifier,"{'ccp_alpha': 0.002792788346270829, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': None, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'random_state': 42, 'splitter': 'best'}",no,no,0.8828718611649105,0.10373821407833721,0.967198470415236,0.5578529664693576,0.9117059843779065,-0.03336536598029897,0.9778972520908005,0.4855371900826446
"['Sensor56', 'Sensor76', 'Sensor101', 'Sensor112', 'Sensor153', 'Sensor184', 'Sensor269', 'Sensor346', 'Sensor424', 'Sensor574', 1, 2]",10,ExtraTreesClassifier,"{'bootstrap': False, 'ccp_alpha': 0.03923019268065453, 'class_weight': 'balanced_subsample', 'criterion': 'entropy', 'max_depth': None, 'max_features': 'auto', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 456, 'n_jobs': None, 'oob_score': False, 'random_state': 42, 'verbose': 0, 'warm_start': False}",yes,yes,0.759195598666788,0.7249462837381432,0.8778720771808708,0.8578031663161483,0.754195445744305,0.0696820282938498,0.8754927360347318,0.5257905027075165
"['Sensor56', 'Sensor76', 'Sensor101', 'Sensor112', 'Sensor153', 'Sensor184', 'Sensor269', 'Sensor346', 'Sensor424', 'Sensor574']",10,ExtraTreesClassifier,"{'bootstrap': False, 'ccp_alpha': 0.07614943128576535, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 491, 'n_jobs': None, 'oob_score': False, 'random_state': 42, 'verbose': 0, 'warm_start': False}",yes,no,0.1102434675615235,0.053046710438745336,0.48755011897069556,0.4598198386522352,0.0,0.0,0.4166666666666667,0.49547697368421045
"['Sensor76', 'Sensor346', 'Sensor56', 'Sensor101', 'Sensor112', 'Sensor153', 'Sensor184', 'Sensor269', 'Sensor424', 'Sensor574', 1, 2, 3]",10,SVC,"{'C': 0.517461575818063, 'break_ties': False, 'cache_size': 200, 'class_weight': 'balanced', 'coef0': 0.0, 'decision_function_shape': 'ovr', 'degree': 3, 'gamma': 'scale', 'kernel': 'linear', 'max_iter': -1, 'probability': True, 'random_state': 42, 'shrinking': True, 'tol': 0.001, 'verbose': False}",yes,yes,0.6939558455829825,0.6739586199953538,0.84366712449507,0.8324681124981479,0.6899873494353972,0.06063779994466195,0.8410863955140075,0.49350649350649356
"['Sensor76', 'Sensor346', 'Sensor56', 'Sensor101', 'Sensor112', 'Sensor153', 'Sensor184', 'Sensor269', 'Sensor424', 'Sensor574', 1, 2, 3]",10,SVC,"{'C': 0.5180574065093361, 'break_ties': False, 'cache_size': 200, 'class_weight': None, 'coef0': 0.0, 'decision_function_shape': 'ovr', 'degree': 3, 'gamma': 'scale', 'kernel': 'linear', 'max_iter': -1, 'probability': True, 'random_state': 42, 'shrinking': True, 'tol': 0.001, 'verbose': False}",yes,yes,0.6939558455829825,0.6739586199953538,0.84366712449507,0.8324681124981479,0.6899873494353972,0.06063779994466195,0.8410863955140075,0.49350649350649356
"['Sensor76', 'Sensor346', 'Sensor56', 'Sensor101', 'Sensor112', 'Sensor153', 'Sensor184', 'Sensor269', 'Sensor424', 'Sensor574']",10,SVC,"{'C': 1.9933970855083394, 'break_ties': False, 'cache_size': 200, 'class_weight': None, 'coef0': 0.0, 'decision_function_shape': 'ovr', 'degree': 3, 'gamma': 'scale', 'kernel': 'linear', 'max_iter': -1, 'probability': True, 'random_state': 42, 'shrinking': True, 'tol': 0.001, 'verbose': False}",yes,no,0.6876368047150534,0.6571095521322701,0.8419514007563027,0.8256910496121884,0.6809465475697304,0.10638206528505965,0.8378068210783818,0.5423906298479678
"['Sensor76', 'Sensor346', 'Sensor56', 'Sensor101', 'Sensor112', 'Sensor153', 'Sensor184', 'Sensor269', 'Sensor424', 'Sensor574']",10,SVC,"{'C': 1.7031961815150352, 'break_ties': False, 'cache_size': 200, 'class_weight': None, 'coef0': 0.0, 'decision_function_shape': 'ovr', 'degree': 3, 'gamma': 'scale', 'kernel': 'linear', 'max_iter': -1, 'probability': True, 'random_state': 42, 'shrinking': True, 'tol': 0.001, 'verbose': False}",yes,no,0.6847943700022994,0.6573287217711189,0.8404092231063061,0.8256533039200618,0.6813067224323055,0.10638206528505965,0.8377372976331641,0.5423906298479678
"['Sensor104', 'Sensor346', 'Sensor56', 'Sensor101', 'Sensor112', 'Sensor130', 'Sensor153', 'Sensor184', 'Sensor337', 'Sensor424', 1, 2]",10,SVC,"{'C': 0.8785554755485039, 'break_ties': False, 'cache_size': 200, 'class_weight': 'balanced', 'coef0': 0.0, 'decision_function_shape': 'ovr', 'degree': 3, 'gamma': 'scale', 'kernel': 'linear', 'max_iter': -1, 'probability': True, 'random_state': 42, 'shrinking': True, 'tol': 0.001, 'verbose': False}",no,yes,0.2757881730621007,0.16686829901349565,0.5996576148031004,0.5518333152349633,0.28120676195619626,0.19062656850671758,0.6086258672465569,0.5646788953643888
"['Sensor104', 'Sensor346', 'Sensor56', 'Sensor101', 'Sensor112', 'Sensor130', 'Sensor153', 'Sensor184', 'Sensor337', 'Sensor424']",10,SVC,"{'C': 0.9901672859467642, 'break_ties': False, 'cache_size': 200, 'class_weight': 'balanced', 'coef0': 0.0, 'decision_function_shape': 'ovr', 'degree': 3, 'gamma': 'scale', 'kernel': 'linear', 'max_iter': -1, 'probability': True, 'random_state': 42, 'shrinking': True, 'tol': 0.001, 'verbose': False}",no,no,0.2797914879078858,0.1896070117664335,0.6041733447215624,0.5581171302778198,0.273003884196685,0.11120688758405799,0.59914525578918,0.5254214532058974
"['Sensor104', 'Sensor346', 'Sensor56', 'Sensor101', 'Sensor112', 'Sensor130', 'Sensor153', 'Sensor184', 'Sensor337', 'Sensor424']",10,SVC,"{'C': 1.8168381014636412, 'break_ties': False, 'cache_size': 200, 'class_weight': 'balanced', 'coef0': 0.0, 'decision_function_shape': 'ovr', 'degree': 3, 'gamma': 'scale', 'kernel': 'linear', 'max_iter': -1, 'probability': True, 'random_state': 42, 'shrinking': True, 'tol': 0.001, 'verbose': False}",no,no,0.2823505782449321,0.1992705091730385,0.6070405708267638,0.5578024215770352,0.27434516620174626,0.11938752645606864,0.6007120094331353,0.5344827586206897
"['Sensor104', 'Sensor346', 'Sensor56', 'Sensor101', 'Sensor112', 'Sensor130', 'Sensor153', 'Sensor184', 'Sensor337', 'Sensor424']",10,SVC,"{'C': 0.9131260544495107, 'break_ties': False, 'cache_size': 200, 'class_weight': 'balanced', 'coef0': 0.0, 'decision_function_shape': 'ovr', 'degree': 3, 'gamma': 'scale', 'kernel': 'linear', 'max_iter': -1, 'probability': True, 'random_state': 42, 'shrinking': True, 'tol': 0.001, 'verbose': False}",no,no,0.2854409116710447,0.1896070117664335,0.6079264845126622,0.5581171302778198,0.27167257044584,0.10857257723105655,0.5975836848875682,0.5224414426404046
"['Sensor104', 'Sensor346', 'Sensor56', 'Sensor101', 'Sensor112', 'Sensor130', 'Sensor153', 'Sensor184', 'Sensor337', 'Sensor424']",10,SVC,"{'C': 1.7496826990159395, 'break_ties': False, 'cache_size': 200, 'class_weight': 'balanced', 'coef0': 0.0, 'decision_function_shape': 'ovr', 'degree': 3, 'gamma': 'scale', 'kernel': 'linear', 'max_iter': -1, 'probability': True, 'random_state': 42, 'shrinking': True, 'tol': 0.001, 'verbose': False}",no,no,0.2826453301376341,0.1992705091730385,0.6074069880689329,0.5578024215770352,0.273003884196685,0.11938752645606864,0.59914525578918,0.5344827586206897
"['Sensor104', 'Sensor346', 'Sensor56', 'Sensor101', 'Sensor112', 'Sensor130', 'Sensor153', 'Sensor184', 'Sensor337', 'Sensor424']",10,SVC,"{'C': 0.9941046979456005, 'break_ties': False, 'cache_size': 200, 'class_weight': 'balanced', 'coef0': 0.0, 'decision_function_shape': 'ovr', 'degree': 3, 'gamma': 'scale', 'kernel': 'linear', 'max_iter': -1, 'probability': True, 'random_state': 42, 'shrinking': True, 'tol': 0.001, 'verbose': False}",no,no,0.2797914879078858,0.1896070117664335,0.6041733447215624,0.5581171302778198,0.273003884196685,0.11120688758405799,0.59914525578918,0.5254214532058974
"['Sensor76', 'Sensor346', 'Sensor56', 'Sensor101', 'Sensor112', 'Sensor153', 'Sensor184', 'Sensor269', 'Sensor424', 'Sensor574', 1, 2, 3]",10,KNeighborsClassifier,"{'algorithm': 'ball_tree', 'leaf_size': 59, 'metric': 'minkowski', 'metric_params': None, 'n_jobs': None, 'n_neighbors': 3, 'p': 2, 'weights': 'distance'}",yes,yes,1.0,0.7778512905424856,1.0,0.8747835412007202,1.0,0.058336462612456515,1.0,0.490786763022792
"['Sensor76', 'Sensor346', 'Sensor56', 'Sensor101', 'Sensor112', 'Sensor153', 'Sensor184', 'Sensor269', 'Sensor424', 'Sensor574']",10,KNeighborsClassifier,"{'algorithm': 'brute', 'leaf_size': 100, 'metric': 'minkowski', 'metric_params': None, 'n_jobs': None, 'n_neighbors': 3, 'p': 3, 'weights': 'distance'}",yes,no,1.0,0.7679190448538853,1.0,0.8683476334468523,1.0,0.11631003202291254,1.0,0.5516896120150188
"['Sensor104', 'Sensor346', 'Sensor56', 'Sensor101', 'Sensor112', 'Sensor130', 'Sensor153', 'Sensor184', 'Sensor337', 'Sensor424', 1, 2]",10,KNeighborsClassifier,"{'algorithm': 'ball_tree', 'leaf_size': 98, 'metric': 'minkowski', 'metric_params': None, 'n_jobs': None, 'n_neighbors': 7, 'p': 2, 'weights': 'uniform'}",no,yes,0.12809639991846364,0.08788707488040823,0.5131704981272212,0.519375917978153,0.19187253188810194,0.0,0.5193768996960486,0.49547697368421045
"['Sensor104', 'Sensor346', 'Sensor56', 'Sensor101', 'Sensor112', 'Sensor130', 'Sensor153', 'Sensor184', 'Sensor337', 'Sensor424', 1, 2]",10,KNeighborsClassifier,"{'algorithm': 'kd_tree', 'leaf_size': 78, 'metric': 'minkowski', 'metric_params': None, 'n_jobs': None, 'n_neighbors': 5, 'p': 3, 'weights': 'uniform'}",no,yes,0.18134993492246582,0.08788707488040823,0.530539076492185,0.519375917978153,0.2715813547484405,-0.013485000303121357,0.5429129826581084,0.4938271604938272
"['Sensor104', 'Sensor346', 'Sensor56', 'Sensor101', 'Sensor112', 'Sensor130', 'Sensor153', 'Sensor184', 'Sensor337', 'Sensor424', 1, 2]",10,KNeighborsClassifier,"{'algorithm': 'auto', 'leaf_size': 94, 'metric': 'minkowski', 'metric_params': None, 'n_jobs': None, 'n_neighbors': 5, 'p': 5, 'weights': 'uniform'}",no,yes,0.16999281518504042,0.08788707488040823,0.5353336299712808,0.519375917978153,0.21677437400579747,-0.013485000303121357,0.5417609095069744,0.4938271604938272
"['Sensor104', 'Sensor346', 'Sensor56', 'Sensor101', 'Sensor112', 'Sensor130', 'Sensor153', 'Sensor184', 'Sensor337', 'Sensor424']",10,KNeighborsClassifier,"{'algorithm': 'brute', 'leaf_size': 100, 'metric': 'minkowski', 'metric_params': None, 'n_jobs': None, 'n_neighbors': 5, 'p': 4, 'weights': 'uniform'}",no,no,0.18134993492246582,0.08788707488040823,0.530539076492185,0.519375917978153,0.2715813547484405,-0.013485000303121357,0.5429129826581084,0.4938271604938272
"['Sensor104', 'Sensor346', 'Sensor56', 'Sensor101', 'Sensor112', 'Sensor130', 'Sensor153', 'Sensor184', 'Sensor337', 'Sensor424']",10,KNeighborsClassifier,"{'algorithm': 'brute', 'leaf_size': 72, 'metric': 'minkowski', 'metric_params': None, 'n_jobs': None, 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'}",no,no,0.18134993492246582,0.08788707488040823,0.530539076492185,0.519375917978153,0.2715813547484405,-0.013485000303121357,0.5429129826581084,0.4938271604938272
"['Sensor104', 'Sensor346', 'Sensor56', 'Sensor101', 'Sensor112', 'Sensor130', 'Sensor153', 'Sensor184', 'Sensor337', 'Sensor424']",10,KNeighborsClassifier,"{'algorithm': 'brute', 'leaf_size': 67, 'metric': 'minkowski', 'metric_params': None, 'n_jobs': None, 'n_neighbors': 7, 'p': 2, 'weights': 'distance'}",no,no,1.0,0.08788707488040823,1.0,0.519375917978153,1.0,0.0,1.0,0.49547697368421045
"['Sensor104', 'Sensor346', 'Sensor56', 'Sensor101', 'Sensor112', 'Sensor130', 'Sensor153', 'Sensor184', 'Sensor337', 'Sensor424']",10,KNeighborsClassifier,"{'algorithm': 'kd_tree', 'leaf_size': 64, 'metric': 'minkowski', 'metric_params': None, 'n_jobs': None, 'n_neighbors': 5, 'p': 4, 'weights': 'distance'}",no,no,1.0,0.08788707488040823,1.0,0.519375917978153,1.0,-0.013485000303121357,1.0,0.4938271604938272
"['Sensor104', 'Sensor346', 'Sensor56', 'Sensor101', 'Sensor112', 'Sensor130', 'Sensor153', 'Sensor184', 'Sensor337', 'Sensor424']",10,KNeighborsClassifier,"{'algorithm': 'kd_tree', 'leaf_size': 83, 'metric': 'minkowski', 'metric_params': None, 'n_jobs': None, 'n_neighbors': 5, 'p': 4, 'weights': 'distance'}",no,no,1.0,0.08788707488040823,1.0,0.519375917978153,1.0,-0.013485000303121357,1.0,0.4938271604938272
"['Sensor104', 'Sensor346', 'Sensor56', 'Sensor101', 'Sensor112', 'Sensor130', 'Sensor153', 'Sensor184', 'Sensor337', 'Sensor424']",10,KNeighborsClassifier,"{'algorithm': 'ball_tree', 'leaf_size': 24, 'metric': 'minkowski', 'metric_params': None, 'n_jobs': None, 'n_neighbors': 5, 'p': 2, 'weights': 'distance'}",no,no,1.0,0.08788707488040823,1.0,0.519375917978153,1.0,-0.013485000303121357,1.0,0.4938271604938272
"['Sensor56', 'Sensor76', 'Sensor101', 'Sensor112', 'Sensor153', 'Sensor184', 'Sensor269', 'Sensor346', 'Sensor424', 'Sensor574', 1, 2]",10,GaussianNB,"{'priors': None, 'var_smoothing': 0.07039653000317947}",yes,yes,0.46269553884092823,0.46923325795296733,0.7235356159016968,0.7255030643326995,0.4618955493954066,0.04342903089242262,0.7237994130815453,0.439642374274277
"['Sensor56', 'Sensor76', 'Sensor101', 'Sensor112', 'Sensor153', 'Sensor184', 'Sensor269', 'Sensor346', 'Sensor424', 'Sensor574']",10,GaussianNB,"{'priors': None, 'var_smoothing': 0.00739846230325325}",yes,no,0.5617084649747338,0.5426883157183697,0.7703573368187815,0.7583203759724557,0.5538449834226581,0.0649583965787955,0.7663971127602295,0.4688203874123174
"['Sensor56', 'Sensor76', 'Sensor101', 'Sensor112', 'Sensor153', 'Sensor184', 'Sensor269', 'Sensor346', 'Sensor424', 'Sensor574', 1, 2]",10,AdaBoostClassifier,"{'algorithm': 'SAMME.R', 'base_estimator': None, 'learning_rate': 0.7475794395131296, 'n_estimators': 74, 'random_state': 42}",yes,yes,0.8982896727439125,0.7940592305995307,0.9483132152768124,0.8945989980311214,0.8975353950189301,0.10138357951681644,0.9480338122598244,0.5524474727678775
"['Sensor56', 'Sensor76', 'Sensor101', 'Sensor112', 'Sensor153', 'Sensor184', 'Sensor269', 'Sensor346', 'Sensor424', 'Sensor574', 1, 2]",10,AdaBoostClassifier,"{'algorithm': 'SAMME.R', 'base_estimator': None, 'learning_rate': 0.5947655856754958, 'n_estimators': 64, 'random_state': 42}",yes,yes,0.8857835085561516,0.7940478117826795,0.941964472031783,0.8946077432140147,0.8635561251088734,0.04468023349791717,0.9311937665146667,0.5192092416706097
"['Sensor56', 'Sensor76', 'Sensor101', 'Sensor112', 'Sensor153', 'Sensor184', 'Sensor269', 'Sensor346', 'Sensor424', 'Sensor574']",10,AdaBoostClassifier,"{'algorithm': 'SAMME.R', 'base_estimator': None, 'learning_rate': 0.4501724581827236, 'n_estimators': 84, 'random_state': 42}",yes,no,0.8890943035948595,0.8048553361521072,0.9434299626616852,0.8992264606376532,0.8711044016861684,0.11437594110403056,0.9347638091295964,0.5618995723711486
"['Sensor56', 'Sensor76', 'Sensor101', 'Sensor112', 'Sensor153', 'Sensor184', 'Sensor269', 'Sensor346', 'Sensor424', 'Sensor574']",10,AdaBoostClassifier,"{'algorithm': 'SAMME.R', 'base_estimator': None, 'learning_rate': 1.2136842362639357, 'n_estimators': 90, 'random_state': 42}",yes,no,0.9520244992755661,0.8032301180604268,0.9758754296769402,0.8994888873487508,0.9402204565444897,-0.00592979991083903,0.9698194569866699,0.49173146424268976
"['Sensor56', 'Sensor76', 'Sensor101', 'Sensor112', 'Sensor153', 'Sensor184', 'Sensor269', 'Sensor346', 'Sensor424', 'Sensor574']",10,AdaBoostClassifier,"{'algorithm': 'SAMME.R', 'base_estimator': None, 'learning_rate': 0.7037619841190861, 'n_estimators': 63, 'random_state': 42}",yes,no,0.8842935122441744,0.8028581403131273,0.9414012292173151,0.899557902140983,0.8688052007993391,0.11908363982481149,0.9335424808180818,0.565126050420168
"['Sensor56', 'Sensor101', 'Sensor104', 'Sensor112', 'Sensor130', 'Sensor153', 'Sensor184', 'Sensor337', 'Sensor346', 'Sensor424', 1, 2]",10,AdaBoostClassifier,"{'algorithm': 'SAMME.R', 'base_estimator': None, 'learning_rate': 1.0367722608997558, 'n_estimators': 49, 'random_state': 42}",no,yes,0.957599983230353,0.22460739113229405,0.9673654495088829,0.605281339805644,0.8495477907470838,-0.019108773592665954,0.8849297540084609,0.4921746293245469
"['Sensor56', 'Sensor101', 'Sensor104', 'Sensor112', 'Sensor130', 'Sensor153', 'Sensor184', 'Sensor337', 'Sensor346', 'Sensor424']",10,AdaBoostClassifier,"{'algorithm': 'SAMME.R', 'base_estimator': None, 'learning_rate': 1.1412009480273801, 'n_estimators': 34, 'random_state': 42}",no,no,0.8042264956051295,0.2527164476686,0.8596594219096778,0.6115519102052804,0.7034126517106014,-0.023450320091059396,0.8065293382534986,0.4905193734542457
"['Sensor56', 'Sensor76', 'Sensor101', 'Sensor112', 'Sensor153', 'Sensor184', 'Sensor269', 'Sensor346', 'Sensor424', 'Sensor574', 1, 2]",10,GradientBoostingClassifier,"{'ccp_alpha': 0.13917802832387827, 'criterion': 'friedman_mse', 'init': None, 'learning_rate': 0.038067402401928546, 'loss': 'exponential', 'max_depth': None, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 193, 'n_iter_no_change': None, 'random_state': 42, 'subsample': 1.0, 'tol': 0.0001, 'validation_fraction': 0.1, 'verbose': 0, 'warm_start': False}",yes,yes,0.5020217869288899,0.4311962693864806,0.7443218961669142,0.7075987657701491,0.5576189073395618,0.07929019956789528,0.7726764551047021,0.5344279661016951
"['Sensor56', 'Sensor76', 'Sensor101', 'Sensor112', 'Sensor153', 'Sensor184', 'Sensor269', 'Sensor346', 'Sensor424', 'Sensor574']",10,GradientBoostingClassifier,"{'ccp_alpha': 0.08370050075280366, 'criterion': 'friedman_mse', 'init': None, 'learning_rate': 0.03970435222756994, 'loss': 'exponential', 'max_depth': None, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 161, 'n_iter_no_change': None, 'random_state': 42, 'subsample': 1.0, 'tol': 0.0001, 'validation_fraction': 0.1, 'verbose': 0, 'warm_start': False}",yes,no,0.7080679446106279,0.6414768709686941,0.8518118521581195,0.8169302360106986,0.7135331258002234,0.13102884256336594,0.854926517001837,0.546875
"['Sensor56', 'Sensor76', 'Sensor101', 'Sensor112', 'Sensor153', 'Sensor184', 'Sensor269', 'Sensor346', 'Sensor424', 'Sensor574', 1, 2]",10,XGBClassifier,"{'objective': 'binary:logistic', 'use_label_encoder': True, 'base_score': 0.5, 'booster': 'gbtree', 'colsample_bylevel': 0.48415031879599835, 'colsample_bynode': 0.8295152711556372, 'colsample_bytree': 0.12644728466129207, 'enable_categorical': False, 'gamma': 2.1117410307304683, 'gpu_id': -1, 'importance_type': None, 'interaction_constraints': '', 'learning_rate': 0.143928692, 'max_delta_step': 6, 'max_depth': 8, 'min_child_weight': 1.6654950867738698, 'missing': nan, 'monotone_constraints': '()', 'n_estimators': 100, 'n_jobs': 8, 'num_parallel_tree': 1, 'predictor': 'auto', 'random_state': 42, 'reg_alpha': 1.79889309, 'reg_lambda': 0.999882042, 'scale_pos_weight': 1, 'subsample': 0.566439764096156, 'tree_method': 'exact', 'validate_parameters': 1, 'verbosity': 0, 'eval_metric': 'logloss', 'eta': 0.14392869267830835, 'lambda': 0.99988205424947, 'alpha': 1.7988931204559144, 'sample_type': 'weighted', 'normalize_type': 'forest', 'rate_drop': 0.12934424310230053, 'one_drop': 0.8554373131362092, 'skip_drop': 0.6450398385644206}",yes,yes,0.9089249933879081,0.8292599654658753,0.9541496883361364,0.9128367746906021,0.9255188731175072,0.15967160892955537,0.9626216803265741,0.5889724310776943
"['Sensor56', 'Sensor76', 'Sensor101', 'Sensor112', 'Sensor153', 'Sensor184', 'Sensor269', 'Sensor346', 'Sensor424', 'Sensor574']",10,XGBClassifier,"{'objective': 'binary:logistic', 'use_label_encoder': True, 'base_score': 0.5, 'booster': 'gbtree', 'colsample_bylevel': 0.6488374602867918, 'colsample_bynode': 0.6829970634010347, 'colsample_bytree': 0.5853330501686188, 'enable_categorical': False, 'gamma': 3.199783264507372, 'gpu_id': -1, 'importance_type': None, 'interaction_constraints': '', 'learning_rate': 0.177759796, 'max_delta_step': 8, 'max_depth': 3, 'min_child_weight': 1.2921356060523377, 'missing': nan, 'monotone_constraints': '()', 'n_estimators': 100, 'n_jobs': 8, 'num_parallel_tree': 1, 'predictor': 'auto', 'random_state': 42, 'reg_alpha': 1.25360596, 'reg_lambda': 0.890758514, 'scale_pos_weight': 1, 'subsample': 0.638850878136959, 'tree_method': 'exact', 'validate_parameters': 1, 'verbosity': 0, 'eval_metric': 'logloss', 'eta': 0.1777598025420346, 'lambda': 0.8907585006319785, 'alpha': 1.253605972338458, 'sample_type': 'uniform', 'normalize_type': 'tree', 'rate_drop': 0.854658463458282, 'one_drop': 0.20104828146363385, 'skip_drop': 0.9840468060400376}",yes,no,0.9201044176941771,0.8197666992073402,0.9595278845477122,0.9079996306263606,0.9185951397919814,0.08611174521795034,0.9589659938649552,0.547201336675021
"['Sensor56', 'Sensor101', 'Sensor104', 'Sensor112', 'Sensor130', 'Sensor153', 'Sensor184', 'Sensor337', 'Sensor346', 'Sensor424', 1, 2]",10,XGBClassifier,"{'objective': 'binary:logistic', 'use_label_encoder': True, 'base_score': 0.5, 'booster': 'gbtree', 'colsample_bylevel': 0.7147733745988396, 'colsample_bynode': 0.43252503062774805, 'colsample_bytree': 0.7269919841688965, 'enable_categorical': False, 'gamma': 2.3736640225556593, 'gpu_id': -1, 'importance_type': None, 'interaction_constraints': '', 'learning_rate': 0.144244313, 'max_delta_step': 10, 'max_depth': 5, 'min_child_weight': 2.8774676697687984, 'missing': nan, 'monotone_constraints': '()', 'n_estimators': 100, 'n_jobs': 8, 'num_parallel_tree': 1, 'predictor': 'auto', 'random_state': 42, 'reg_alpha': 0.297515035, 'reg_lambda': 0.159857035, 'scale_pos_weight': 1, 'subsample': 0.7787249799405999, 'tree_method': 'exact', 'validate_parameters': 1, 'verbosity': 0, 'eval_metric': 'logloss', 'eta': 0.14424431978356145, 'lambda': 0.1598570382686828, 'alpha': 0.2975150240457085, 'sample_type': 'weighted', 'normalize_type': 'tree', 'rate_drop': 0.674944746730223, 'one_drop': 0.5407934992276698, 'skip_drop': 0.03685455278452188}",no,yes,0.4464342764825748,0.171456820843053,0.6218892463561576,0.5426449821125965,0.3847345241133819,-0.013485000303121357,0.5886877292628092,0.4938271604938272
"['Sensor56', 'Sensor101', 'Sensor104', 'Sensor112', 'Sensor130', 'Sensor153', 'Sensor184', 'Sensor337', 'Sensor346', 'Sensor424']",10,XGBClassifier,"{'objective': 'binary:logistic', 'use_label_encoder': True, 'base_score': 0.5, 'booster': 'gbtree', 'colsample_bylevel': 0.7581159927205563, 'colsample_bynode': 0.6000895062889607, 'colsample_bytree': 0.5384423954095297, 'enable_categorical': False, 'gamma': 3.5443310297262034, 'gpu_id': -1, 'importance_type': None, 'interaction_constraints': '', 'learning_rate': 0.130686522, 'max_delta_step': 3, 'max_depth': 8, 'min_child_weight': 1.5218167164793268, 'missing': nan, 'monotone_constraints': '()', 'n_estimators': 100, 'n_jobs': 8, 'num_parallel_tree': 1, 'predictor': 'auto', 'random_state': 42, 'reg_alpha': 0.953242183, 'reg_lambda': 0.450800866, 'scale_pos_weight': 1, 'subsample': 0.6647707634227007, 'tree_method': 'exact', 'validate_parameters': 1, 'verbosity': 0, 'eval_metric': 'logloss', 'eta': 0.13068652719233562, 'lambda': 0.4508008597819988, 'alpha': 0.9532421899988659, 'sample_type': 'uniform', 'normalize_type': 'tree', 'rate_drop': 0.5185706796774154, 'one_drop': 0.4591718452805805, 'skip_drop': 0.07482791083779727}",no,no,0.34305371402856244,0.08788707488040823,0.5716463484164352,0.519375917978153,0.33290350293747467,0.0,0.566012549498219,0.49547697368421045
