column_list,num_features,model_name,best_params,resampling_indicator,clustering_indicator,train_matthews_corrcoef,val_matthews_corrcoef,train_f2_score,val_f2_score,train_val_matthews_corrcoef,test_matthews_corrcoef,train_val_f2_score,test_f2_score
['Sensor112'],1,SVC,"{'C': 0.35989366876086015, 'break_ties': False, 'cache_size': 200, 'class_weight': None, 'coef0': 0.0, 'decision_function_shape': 'ovr', 'degree': 3, 'gamma': 'scale', 'kernel': 'linear', 'max_iter': -1, 'probability': True, 'random_state': 42, 'shrinking': True, 'tol': 0.001, 'verbose': False}",yes,no,0.322663826240075,0.3229412213339201,0.6592505869624595,0.6591709462291697,0.322647358072483,0.07984330183541945,0.6592559560395332,0.4880033759344104
['Sensor112'],1,SVC,"{'C': 1.279190178436766, 'break_ties': False, 'cache_size': 200, 'class_weight': 'balanced', 'coef0': 0.0, 'decision_function_shape': 'ovr', 'degree': 3, 'gamma': 'scale', 'kernel': 'linear', 'max_iter': -1, 'probability': True, 'random_state': 42, 'shrinking': True, 'tol': 0.001, 'verbose': False}",yes,no,0.322663826240075,0.3229412213339201,0.6592505869624595,0.6591709462291697,0.322647358072483,0.07984330183541945,0.6592559560395332,0.4880033759344104
"['Sensor424', 1, 2]",1,SVC,"{'C': 1.5734199314155728, 'break_ties': False, 'cache_size': 200, 'class_weight': 'balanced', 'coef0': 0.0, 'decision_function_shape': 'ovr', 'degree': 3, 'gamma': 'scale', 'kernel': 'linear', 'max_iter': -1, 'probability': True, 'random_state': 42, 'shrinking': True, 'tol': 0.001, 'verbose': False}",no,yes,0.12982887942653457,0.10924762472014597,0.5270894294854988,0.5118601044044476,0.13255127526112634,-0.027522460777873774,0.5554449575419538,0.47198360015618895
"['Sensor424', 1, 2]",1,SVC,"{'C': 1.5549219645853718, 'break_ties': False, 'cache_size': 200, 'class_weight': 'balanced', 'coef0': 0.0, 'decision_function_shape': 'ovr', 'degree': 3, 'gamma': 'scale', 'kernel': 'linear', 'max_iter': -1, 'probability': True, 'random_state': 42, 'shrinking': True, 'tol': 0.001, 'verbose': False}",no,yes,0.12982887942653457,0.10924762472014597,0.5270894294854988,0.5118601044044476,0.13255127526112634,-0.027522460777873774,0.5554449575419538,0.47198360015618895
"['Sensor424', 1, 2]",1,SVC,"{'C': 0.35340204128785213, 'break_ties': False, 'cache_size': 200, 'class_weight': 'balanced', 'coef0': 0.0, 'decision_function_shape': 'ovr', 'degree': 3, 'gamma': 'scale', 'kernel': 'linear', 'max_iter': -1, 'probability': True, 'random_state': 42, 'shrinking': True, 'tol': 0.001, 'verbose': False}",no,yes,0.12982887942653457,0.10924762472014597,0.5270894294854988,0.5118601044044476,0.13255127526112634,-0.027522460777873774,0.5554449575419538,0.47198360015618895
"['Sensor424', 1, 2]",1,SVC,"{'C': 1.7199003317194876, 'break_ties': False, 'cache_size': 200, 'class_weight': 'balanced', 'coef0': 0.0, 'decision_function_shape': 'ovr', 'degree': 3, 'gamma': 'scale', 'kernel': 'linear', 'max_iter': -1, 'probability': True, 'random_state': 42, 'shrinking': True, 'tol': 0.001, 'verbose': False}",no,yes,0.12982887942653457,0.10924762472014597,0.5270894294854988,0.5118601044044476,0.13255127526112634,-0.027522460777873774,0.5554449575419538,0.47198360015618895
"['Sensor424', 1, 2]",1,SVC,"{'C': 1.5931491917643952, 'break_ties': False, 'cache_size': 200, 'class_weight': 'balanced', 'coef0': 0.0, 'decision_function_shape': 'ovr', 'degree': 3, 'gamma': 'scale', 'kernel': 'linear', 'max_iter': -1, 'probability': True, 'random_state': 42, 'shrinking': True, 'tol': 0.001, 'verbose': False}",no,yes,0.12982887942653457,0.10924762472014597,0.5270894294854988,0.5118601044044476,0.13255127526112634,-0.027522460777873774,0.5554449575419538,0.47198360015618895
"['Sensor424', 1, 2]",1,SVC,"{'C': 0.7548097991016272, 'break_ties': False, 'cache_size': 200, 'class_weight': 'balanced', 'coef0': 0.0, 'decision_function_shape': 'ovr', 'degree': 3, 'gamma': 'scale', 'kernel': 'linear', 'max_iter': -1, 'probability': True, 'random_state': 42, 'shrinking': True, 'tol': 0.001, 'verbose': False}",no,yes,0.12982887942653457,0.10924762472014597,0.5270894294854988,0.5118601044044476,0.13255127526112634,-0.027522460777873774,0.5554449575419538,0.47198360015618895
"['Sensor424', 1, 2]",1,SVC,"{'C': 0.6292269613975353, 'break_ties': False, 'cache_size': 200, 'class_weight': 'balanced', 'coef0': 0.0, 'decision_function_shape': 'ovr', 'degree': 3, 'gamma': 'scale', 'kernel': 'linear', 'max_iter': -1, 'probability': True, 'random_state': 42, 'shrinking': True, 'tol': 0.001, 'verbose': False}",no,yes,0.12982887942653457,0.10924762472014597,0.5270894294854988,0.5118601044044476,0.13255127526112634,-0.027522460777873774,0.5554449575419538,0.47198360015618895
"['Sensor424', 1, 2]",1,SVC,"{'C': 0.3835076122307062, 'break_ties': False, 'cache_size': 200, 'class_weight': 'balanced', 'coef0': 0.0, 'decision_function_shape': 'ovr', 'degree': 3, 'gamma': 'scale', 'kernel': 'linear', 'max_iter': -1, 'probability': True, 'random_state': 42, 'shrinking': True, 'tol': 0.001, 'verbose': False}",no,yes,0.12982887942653457,0.10924762472014597,0.5270894294854988,0.5118601044044476,0.13255127526112634,-0.027522460777873774,0.5554449575419538,0.47198360015618895
"['Sensor424', 1, 2]",1,SVC,"{'C': 0.7226905357211555, 'break_ties': False, 'cache_size': 200, 'class_weight': 'balanced', 'coef0': 0.0, 'decision_function_shape': 'ovr', 'degree': 3, 'gamma': 'scale', 'kernel': 'linear', 'max_iter': -1, 'probability': True, 'random_state': 42, 'shrinking': True, 'tol': 0.001, 'verbose': False}",no,yes,0.12982887942653457,0.10924762472014597,0.5270894294854988,0.5118601044044476,0.13255127526112634,-0.027522460777873774,0.5554449575419538,0.47198360015618895
['Sensor424'],1,SVC,"{'C': 0.8622550453000218, 'break_ties': False, 'cache_size': 200, 'class_weight': 'balanced', 'coef0': 0.0, 'decision_function_shape': 'ovr', 'degree': 3, 'gamma': 'scale', 'kernel': 'linear', 'max_iter': -1, 'probability': True, 'random_state': 42, 'shrinking': True, 'tol': 0.001, 'verbose': False}",no,no,0.12028288475085118,0.12158704783594702,0.46102653573678676,0.4629037378587289,0.09696427307228364,-0.026217571798479774,0.39795792079207926,0.33887407125166696
"['Sensor112', 1, 2]",1,KNeighborsClassifier,"{'algorithm': 'brute', 'leaf_size': 83, 'metric': 'minkowski', 'metric_params': None, 'n_jobs': None, 'n_neighbors': 9, 'p': 4, 'weights': 'distance'}",yes,yes,0.9981954846351131,0.27274459210592505,0.9990960586064954,0.6358885830063981,0.9975932576417643,0.06490386478415802,0.9987948320615083,0.4334677419354839
"['Sensor112', 1, 2]",1,KNeighborsClassifier,"{'algorithm': 'ball_tree', 'leaf_size': 78, 'metric': 'minkowski', 'metric_params': None, 'n_jobs': None, 'n_neighbors': 11, 'p': 4, 'weights': 'distance'}",yes,yes,0.9981954846351131,0.2727598694974548,0.9990960586064954,0.6358566270885554,0.9975932576417643,0.0686137992256613,0.9987948320615083,0.4388180604197637
"['Sensor112', 1, 2]",1,KNeighborsClassifier,"{'algorithm': 'kd_tree', 'leaf_size': 77, 'metric': 'minkowski', 'metric_params': None, 'n_jobs': None, 'n_neighbors': 11, 'p': 1, 'weights': 'distance'}",yes,yes,0.9981954846351131,0.2727598694974548,0.9990960586064954,0.6358566270885554,0.9975932576417643,0.0686137992256613,0.9987948320615083,0.4388180604197637
"['Sensor112', 1, 2]",1,KNeighborsClassifier,"{'algorithm': 'brute', 'leaf_size': 51, 'metric': 'minkowski', 'metric_params': None, 'n_jobs': None, 'n_neighbors': 9, 'p': 3, 'weights': 'distance'}",yes,yes,0.9981954846351131,0.27274459210592505,0.9990960586064954,0.6358885830063981,0.9975932576417643,0.06490386478415802,0.9987948320615083,0.4334677419354839
['Sensor112'],1,KNeighborsClassifier,"{'algorithm': 'brute', 'leaf_size': 47, 'metric': 'minkowski', 'metric_params': None, 'n_jobs': None, 'n_neighbors': 11, 'p': 3, 'weights': 'distance'}",yes,no,0.9981954846351131,0.2727598694974548,0.9990960586064954,0.6358566270885554,0.9975932576417643,0.0686137992256613,0.9987948320615083,0.4388180604197637
['Sensor112'],1,KNeighborsClassifier,"{'algorithm': 'auto', 'leaf_size': 68, 'metric': 'minkowski', 'metric_params': None, 'n_jobs': None, 'n_neighbors': 9, 'p': 4, 'weights': 'distance'}",yes,no,0.9981954846351131,0.27274459210592505,0.9990960586064954,0.6358885830063981,0.9975932576417643,0.06490386478415802,0.9987948320615083,0.4334677419354839
"['Sensor424', 1, 2]",1,KNeighborsClassifier,"{'algorithm': 'brute', 'leaf_size': 66, 'metric': 'minkowski', 'metric_params': None, 'n_jobs': None, 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}",no,yes,0.07923232970112362,0.002663569452384257,0.5399132059161456,0.5014840688378714,0.07746502801125198,-0.04342903089242262,0.5382897494759956,0.47885572139303484
"['Sensor424', 1, 2]",1,KNeighborsClassifier,"{'algorithm': 'brute', 'leaf_size': 80, 'metric': 'minkowski', 'metric_params': None, 'n_jobs': None, 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}",no,yes,0.07923232970112362,0.002663569452384257,0.5399132059161456,0.5014840688378714,0.07746502801125198,-0.04342903089242262,0.5382897494759956,0.47885572139303484
['Sensor424'],1,KNeighborsClassifier,"{'algorithm': 'kd_tree', 'leaf_size': 55, 'metric': 'minkowski', 'metric_params': None, 'n_jobs': None, 'n_neighbors': 3, 'p': 5, 'weights': 'uniform'}",no,no,0.07923232970112362,0.002663569452384257,0.5399132059161456,0.5014840688378714,0.07746502801125198,-0.04342903089242262,0.5382897494759956,0.47885572139303484
['Sensor424'],1,KNeighborsClassifier,"{'algorithm': 'auto', 'leaf_size': 44, 'metric': 'minkowski', 'metric_params': None, 'n_jobs': None, 'n_neighbors': 3, 'p': 4, 'weights': 'uniform'}",no,no,0.07923232970112362,0.002663569452384257,0.5399132059161456,0.5014840688378714,0.07746502801125198,-0.04342903089242262,0.5382897494759956,0.47885572139303484
"['Sensor112', 1, 2]",1,GaussianNB,"{'priors': None, 'var_smoothing': 0.006576456582786938}",yes,yes,0.3101503472424511,0.3024393593261198,0.6365891346195162,0.6329427258452734,0.30802055181684873,-0.014339389902655566,0.6357241802903778,0.35618607250275297
"['Sensor112', 1, 2]",1,GaussianNB,"{'priors': None, 'var_smoothing': 0.05550577506190124}",yes,yes,0.30676271372830277,0.2975893671090285,0.6385959093504516,0.6330154737346578,0.30144362117793405,-0.005869286776790185,0.6362815705622509,0.36859947379073055
['Sensor112'],1,GaussianNB,"{'priors': None, 'var_smoothing': 0.830784912110822}",yes,no,0.24066049866712436,0.24704082123113125,0.6052923543266908,0.6088125620610939,0.2469632899909241,0.0007736703203562395,0.6089812436547691,0.337738544488195
['Sensor112'],1,GaussianNB,"{'priors': None, 'var_smoothing': 0.8360592841750186}",yes,no,0.24066049866712436,0.24704082123113125,0.6052923543266908,0.6088125620610939,0.2469632899909241,0.0007736703203562395,0.6089812436547691,0.337738544488195
['Sensor112'],1,GaussianNB,"{'priors': None, 'var_smoothing': 0.20622695703142158}",yes,no,0.24550825770329085,0.2461470555070707,0.6091497009311281,0.6092690313742593,0.24612235000122834,0.009259100496894438,0.6094468635783362,0.3504486749412949
['Sensor112'],1,GaussianNB,"{'priors': None, 'var_smoothing': 0.8210061194009804}",yes,no,0.24066049866712436,0.24704082123113125,0.6052923543266908,0.6088125620610939,0.2469632899909241,0.0007736703203562395,0.6089812436547691,0.337738544488195
"['Sensor112', 1, 2]",1,AdaBoostClassifier,"{'algorithm': 'SAMME.R', 'base_estimator': None, 'learning_rate': 0.20999383517723472, 'n_estimators': 58, 'random_state': 42}",yes,yes,0.40617254855532003,0.38120636936733954,0.7029578746582057,0.6881059005585407,0.4147288270665544,-0.007985553957717743,0.7071352255307288,0.43811831213406016
"['Sensor112', 1, 2]",1,AdaBoostClassifier,"{'algorithm': 'SAMME.R', 'base_estimator': None, 'learning_rate': 0.26725247162479276, 'n_estimators': 36, 'random_state': 42}",yes,yes,0.4061410913888673,0.38120636936733954,0.7029696884423355,0.6881059005585407,0.4000011612766495,0.017436913555538332,0.6999995819421296,0.43871252204585537
['Sensor112'],1,AdaBoostClassifier,"{'algorithm': 'SAMME.R', 'base_estimator': None, 'learning_rate': 0.23930304693947912, 'n_estimators': 14, 'random_state': 42}",yes,no,0.37388016403594626,0.34203239847399003,0.6834128441573866,0.666618696799361,0.368178264213743,0.06774574115959783,0.6780820229130499,0.5017525144772935
['Sensor112'],1,AdaBoostClassifier,"{'algorithm': 'SAMME.R', 'base_estimator': None, 'learning_rate': 0.5499965877056183, 'n_estimators': 18, 'random_state': 42}",yes,no,0.3915810516697043,0.3425230810497021,0.6931182089246237,0.6665385965825257,0.3951818701769308,0.017436913555538332,0.6975899428282637,0.43871252204585537
"['Sensor424', 1, 2, 3]",1,AdaBoostClassifier,"{'algorithm': 'SAMME.R', 'base_estimator': None, 'learning_rate': 1.9627594979695375, 'n_estimators': 18, 'random_state': 42}",no,yes,0.32811145786391355,0.1298558541392934,0.6471793965019452,0.5315257882781838,0.2988398261124499,-0.06094364770389114,0.628207898860014,0.4341172680412372
"['Sensor112', 1, 2]",1,GradientBoostingClassifier,"{'ccp_alpha': 0.017105509237034244, 'criterion': 'friedman_mse', 'init': None, 'learning_rate': 0.18814152037895648, 'loss': 'exponential', 'max_depth': None, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 460, 'n_iter_no_change': None, 'random_state': 42, 'subsample': 1.0, 'tol': 0.0001, 'validation_fraction': 0.1, 'verbose': 0, 'warm_start': False}",yes,yes,0.3850619375958756,0.34579259197267576,0.6908567347760041,0.6695892647574986,0.3686918252466795,0.017436913555538332,0.6843306022446534,0.43871252204585537
['Sensor112'],1,GradientBoostingClassifier,"{'ccp_alpha': 0.10158475331107764, 'criterion': 'friedman_mse', 'init': None, 'learning_rate': 0.07071407120921137, 'loss': 'exponential', 'max_depth': None, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 394, 'n_iter_no_change': None, 'random_state': 42, 'subsample': 1.0, 'tol': 0.0001, 'validation_fraction': 0.1, 'verbose': 0, 'warm_start': False}",yes,no,0.34817750838835165,0.3245526237491794,0.671927733511239,0.6604509532677489,0.34515597720838004,0.07237058164837074,0.6720446155200556,0.44419642857142855
['Sensor112'],1,GradientBoostingClassifier,"{'ccp_alpha': 0.04469739544464901, 'criterion': 'friedman_mse', 'init': None, 'learning_rate': 0.15364023476587627, 'loss': 'exponential', 'max_depth': None, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 135, 'n_iter_no_change': None, 'random_state': 42, 'subsample': 1.0, 'tol': 0.0001, 'validation_fraction': 0.1, 'verbose': 0, 'warm_start': False}",yes,no,0.34817750838835165,0.3245526237491794,0.671927733511239,0.6604509532677489,0.34515597720838004,0.07237058164837074,0.6720446155200556,0.44419642857142855
"['Sensor112', 1, 2]",1,XGBClassifier,"{'objective': 'binary:logistic', 'use_label_encoder': True, 'base_score': 0.5, 'booster': 'gbtree', 'colsample_bylevel': 0.8079558656273299, 'colsample_bynode': 0.14498139844476976, 'colsample_bytree': 0.9116968792067464, 'enable_categorical': False, 'gamma': 4.0212314765153, 'gpu_id': -1, 'importance_type': None, 'interaction_constraints': '', 'learning_rate': 0.0540569499, 'max_delta_step': 8, 'max_depth': 5, 'min_child_weight': 2.2144882139703683, 'missing': nan, 'monotone_constraints': '()', 'n_estimators': 100, 'n_jobs': 8, 'num_parallel_tree': 1, 'predictor': 'auto', 'random_state': 42, 'reg_alpha': 1.00707221, 'reg_lambda': 0.804000616, 'scale_pos_weight': 1, 'subsample': 0.6480727722934246, 'tree_method': 'exact', 'validate_parameters': 1, 'verbosity': 0, 'eval_metric': 'logloss', 'eta': 0.05405694838594626, 'lambda': 0.8040006062632119, 'alpha': 1.0070721583049371, 'sample_type': 'uniform', 'normalize_type': 'tree', 'rate_drop': 0.7026207936840009, 'one_drop': 0.2506450849034234, 'skip_drop': 0.8419713142850598}",yes,yes,0.4144542797132604,0.374011823342728,0.7052027733794244,0.6844476703068326,0.39366813139369294,0.007222732176834111,0.6960570669160604,0.45759969392391137
['Sensor112'],1,XGBClassifier,"{'objective': 'binary:logistic', 'use_label_encoder': True, 'base_score': 0.5, 'booster': 'gbtree', 'colsample_bylevel': 0.37499663161941144, 'colsample_bynode': 0.5207781301886352, 'colsample_bytree': 0.1318142256934255, 'enable_categorical': False, 'gamma': 7.1276213766031224, 'gpu_id': -1, 'importance_type': None, 'interaction_constraints': '', 'learning_rate': 0.133818164, 'max_delta_step': 5, 'max_depth': 8, 'min_child_weight': 0.5638369306787856, 'missing': nan, 'monotone_constraints': '()', 'n_estimators': 100, 'n_jobs': 8, 'num_parallel_tree': 1, 'predictor': 'auto', 'random_state': 42, 'reg_alpha': 1.35816157, 'reg_lambda': 0.328313053, 'scale_pos_weight': 1, 'subsample': 0.8842842181313001, 'tree_method': 'exact', 'validate_parameters': 1, 'verbosity': 0, 'eval_metric': 'logloss', 'eta': 0.13381815954920415, 'lambda': 0.3283130542263888, 'alpha': 1.3581615303801753, 'sample_type': 'weighted', 'normalize_type': 'forest', 'rate_drop': 0.9062067450233924, 'one_drop': 0.28511845757562104, 'skip_drop': 0.4258040127576831}",yes,no,0.39754542547905986,0.35575864818468306,0.6982933128930681,0.6764862120174061,0.3808124530014743,0.023092626916758504,0.6903274011367669,0.44629641547075105
"['Sensor101', 'Sensor112', 1, 2]",2,RandomForestClassifier,"{'bootstrap': True, 'ccp_alpha': 0.009167346619597838, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 69, 'n_jobs': None, 'oob_score': False, 'random_state': 42, 'verbose': 0, 'warm_start': False}",yes,yes,0.7443531250292071,0.6581139411536658,0.8711039720831874,0.8271459546124922,0.7419680883828361,0.10638206528505965,0.8694917368648105,0.5423906298479678
"['Sensor101', 'Sensor112']",2,RandomForestClassifier,"{'bootstrap': True, 'ccp_alpha': 0.012109505257921871, 'class_weight': 'balanced_subsample', 'criterion': 'entropy', 'max_depth': None, 'max_features': 'auto', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 50, 'n_jobs': None, 'oob_score': False, 'random_state': 42, 'verbose': 0, 'warm_start': False}",yes,no,0.8055688479660091,0.6805210035648723,0.9022914787335038,0.8395593946855836,0.7991602947261113,0.08268089262773523,0.8985437458144103,0.5373583854060601
"['Sensor101', 'Sensor424', 1, 2]",2,RandomForestClassifier,"{'bootstrap': True, 'ccp_alpha': 0.12484573809705768, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 112, 'n_jobs': None, 'oob_score': False, 'random_state': 42, 'verbose': 0, 'warm_start': False}",no,yes,0.18093136092357068,0.17250906383543546,0.577606859449245,0.5756955921892797,0.17323289583545382,-0.054171207436154355,0.5612203250955665,0.4424136390708756
"['Sensor101', 'Sensor424']",2,RandomForestClassifier,"{'bootstrap': True, 'ccp_alpha': 0.04458614405115857, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': None, 'max_features': 'auto', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 186, 'n_jobs': None, 'oob_score': False, 'random_state': 42, 'verbose': 0, 'warm_start': False}",no,no,0.31893904576448334,0.11771675793499192,0.6590254809545953,0.5476892334789996,0.2872952173964187,0.037406461766785505,0.6254586005955693,0.49311045854980806
"['Sensor101', 'Sensor112', 1, 2, 3]",2,LogisticRegression,"{'C': 0.8775896511959025, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",yes,yes,0.3923020697416796,0.41004383543443845,0.6960352329886411,0.7046798031558313,0.40482045237636816,0.06089490224847278,0.7024092210559956,0.46343612334801765
"['Sensor101', 'Sensor112']",2,LogisticRegression,"{'C': 1.2307083076138572, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",yes,no,0.39990940841697065,0.39118314420485795,0.6989829838141478,0.6948905496463742,0.400513106379415,0.058890708046063424,0.6998156176367839,0.46075837742504405
"['Sensor101', 'Sensor112']",2,LogisticRegression,"{'C': 1.1298446263390545, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",yes,no,0.40186517990720566,0.3913265096447557,0.6998353908402937,0.6948451117670852,0.4030842531034928,0.058890708046063424,0.7009641469818346,0.46075837742504405
"['Sensor101', 'Sensor424', 1, 2]",2,LogisticRegression,"{'C': 0.5170706284191386, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",no,yes,0.17651957621973854,0.16440155783843427,0.5332862944723141,0.5278949332110777,0.15966397229961665,-0.006141792448878419,0.5218488408143581,0.440529298287919
"['Sensor101', 'Sensor424', 1, 2]",2,LogisticRegression,"{'C': 0.6068106070555668, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",no,yes,0.17516956525612049,0.16440155783843427,0.5315882437743962,0.5278949332110777,0.1617491598051576,-0.007985553957717743,0.5245058956541215,0.43811831213406016
"['Sensor101', 'Sensor424']",2,LogisticRegression,"{'C': 1.9888016565906146, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",no,no,0.18817975244465154,0.1743499061571066,0.5313202618289158,0.5282543612982378,0.19225456163022614,-0.007985553957717743,0.5370836855674164,0.43811831213406016
"['Sensor101', 'Sensor424']",2,LogisticRegression,"{'C': 1.9046387592811203, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",no,no,0.18817975244465154,0.1743499061571066,0.5313202618289158,0.5282543612982378,0.19225456163022614,-0.007985553957717743,0.5370836855674164,0.43811831213406016
"['Sensor101', 'Sensor424']",2,LogisticRegression,"{'C': 0.9328272822448043, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",no,no,0.18920388605148653,0.18245752080215027,0.5292594709732115,0.5249117303299228,0.18489484035062562,-0.011631265306402301,0.5275326914971266,0.43331443006650505
"['Sensor101', 'Sensor112', 1, 2]",2,DecisionTreeClassifier,"{'ccp_alpha': 0.00330251487232352, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': None, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'random_state': 42, 'splitter': 'best'}",yes,yes,0.9640151601308397,0.7807797296459827,0.9819076777175397,0.8887529439920355,0.944581055544859,0.16123617900827422,0.9722888018089828,0.5763294823176646
"['Sensor101', 'Sensor112', 1, 2]",2,DecisionTreeClassifier,"{'ccp_alpha': 0.003339148448999619, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': None, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'random_state': 42, 'splitter': 'best'}",yes,yes,0.9640151601308397,0.7807797296459827,0.9819076777175397,0.8887529439920355,0.944581055544859,0.16123617900827422,0.9722888018089828,0.5763294823176646
"['Sensor101', 'Sensor112']",2,DecisionTreeClassifier,"{'ccp_alpha': 0.003339148448999619, 'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'random_state': 42, 'splitter': 'best'}",yes,no,0.9628102269063031,0.7756722913027698,0.9813052627172173,0.8863782883395335,0.9421686746987952,0.11291548032029881,0.9710843373493976,0.5485618636345628
"['Sensor101', 'Sensor112']",2,DecisionTreeClassifier,"{'ccp_alpha': 0.003339148448999619, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': None, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'random_state': 42, 'splitter': 'best'}",yes,no,0.9628102269063031,0.7756722913027698,0.9813052627172173,0.8863782883395335,0.9421686746987952,0.11291548032029881,0.9710843373493976,0.5485618636345628
"['Sensor101', 'Sensor424', 1, 2]",2,DecisionTreeClassifier,"{'ccp_alpha': 0.0016025641025641025, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'random_state': 42, 'splitter': 'best'}",no,yes,0.8198829459431621,0.04608153203560025,0.879455319190311,0.5236242953937266,0.34040873587189113,0.15562485151339417,0.5871266419933279,0.545771868586764
